Advertiser,Advertiser Currency,Insertion Order,App/URL,Impressions,Clicks,Click Rate (CTR),Total Conversions,Post-Click Conversions,Post-View Conversions,Revenue (Adv Currency),Media Cost (Advertiser Currency)
,,,,2197134,4236,0.19%,0,0,0,486.320419,381.128855
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,999.md,194065,179,0.09%,0,0,0,29.437524,23.07016
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ridus.ru,5,0,0.00%,0,0,0,0.001328,0.001041
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ro.thetimenow.com,5,0,0.00%,0,0,0,0.002271,0.00178
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ro1.herozerogame.com,5,0,0.00%,0,0,0,0.000739,0.000579
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,roditel.bg,5,0,0.00%,0,0,0,0.000804,0.00063
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,rollingthunderky1.org,5,0,0.00%,0,0,0,0.001142,0.000895
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,rorewards.com,5,0,0.00%,0,0,0,0.000306,0.00024
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,rostok.info,5,0,0.00%,0,0,0,0.000642,0.000503
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,rostovgazeta.ru,5,0,0.00%,0,0,0,0.000345,0.00027
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,rpgrussia.com,5,0,0.00%,0,0,0,0.000664,0.00052
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ru.akinator.com,5,0,0.00%,0,0,0,0.001806,0.001415
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ru.db-city.com,5,0,0.00%,0,0,0,0.000919,0.00072
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ru.pog.com,5,0,0.00%,0,0,0,0.002871,0.00225
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ru.sgames.org,5,0,0.00%,0,0,0,0.000383,0.0003
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ru.webqc.org,5,0,0.00%,0,0,0,0.001007,0.000789
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,rubankom.com,5,0,0.00%,0,0,0,0.000766,0.0006
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,rubhoz.com,5,0,0.00%,0,0,0,0.00208,0.00163
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,rukodelie-rukami.ru,5,0,0.00%,0,0,0,0.00444,0.00348
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,rus-toy.com,5,0,0.00%,0,0,0,0.001174,0.00092
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,russlandjournal.de,5,0,0.00%,0,0,0,0.001289,0.00101
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,samanyoluhaber.com,5,0,0.00%,0,0,0,0.000971,0.000761
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,samphoas.com,5,0,0.00%,0,0,0,0.001531,0.0012
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,santeplusmag.com,5,0,0.00%,0,0,0,0.002674,0.002096
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,sashatanya.ru,5,0,0.00%,0,0,0,0.001595,0.00125
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,sat-port.info,5,0,0.00%,0,0,0,0.001378,0.00108
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,satmareanul.net,5,0,0.00%,0,0,0,0.001123,0.00088
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,saudiainfo.net,5,0,0.00%,0,0,0,0.000396,0.00031
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,sauto.cz,5,0,0.00%,0,0,0,0.00484,0.003793
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,schadeauto-zoeker.nl,5,0,0.00%,0,0,0,0.000612,0.00048
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,scitechdaily.com,5,0,0.00%,0,0,0,0.001927,0.00151
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,scoopsquare24.com,5,0,0.00%,0,0,0,0.000759,0.000595
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,seadragons.io,5,0,0.00%,0,0,0,0.001776,0.001392
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,seekingalpha.com,5,0,0.00%,0,0,0,0.001298,0.001017
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,sekretariat.ru,5,0,0.00%,0,0,0,0.001558,0.001221
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,self.com,5,0,0.00%,0,0,0,0.001055,0.000827
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,senpa.io,5,0,0.00%,0,0,0,0.000486,0.000381
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,senscritique.com,5,0,0.00%,0,0,0,0.000866,0.000679
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,servernews.ru,5,0,0.00%,0,0,0,0.001136,0.00089
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,seventeen.com,5,0,0.00%,0,0,0,0.003691,0.002893
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,shadowcore.ru,5,0,0.00%,0,0,0,0.000827,0.000648
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,shanty-2-chic.com,5,0,0.00%,0,0,0,0.001836,0.001439
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,sheets-piano.ru,5,0,0.00%,0,0,0,0.000609,0.000477
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,shkolabuduschego.ru,5,0,0.00%,0,0,0,0.000396,0.00031
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,shmoop.com,5,0,0.00%,0,0,0,0.000612,0.00048
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,shooltest.ru,5,0,0.00%,0,0,0,0.000778,0.00061
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,shuajota.com,5,0,0.00%,0,0,0,0.00051,0.0004
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,shyu.ru,5,0,0.00%,0,0,0,0.000128,0.0001
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,si.com,5,0,0.00%,0,0,0,0.001229,0.000963
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,sikayetkutusu.net,5,0,0.00%,0,0,0,0.008471,0.006639
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,simptomer.ru,5,0,0.00%,0,0,0,0.001276,0.001
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,skachatreferat.ru,5,0,0.00%,0,0,0,0.000553,0.000433
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,skiresort.info,5,0,0.00%,0,0,0,0.000341,0.000267
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,slando.press,5,0,0.00%,0,0,0,0.001276,0.001
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,slithercraft.io,5,0,0.00%,0,0,0,0.001538,0.001205
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,smalljoys.tv,5,0,0.00%,0,0,0,0.001193,0.000935
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,sobiratelzvezd.ru,5,0,0.00%,0,0,0,0.000901,0.000706
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,soccer.ru,5,0,0.00%,0,0,0,0.000685,0.000537
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,soccerfandom.com,5,0,0.00%,0,0,0,0.000753,0.00059
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,solutionmotsfleches.com,5,0,0.00%,0,0,0,0.00088,0.00069
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,sonyalpharumors.com,5,0,0.00%,0,0,0,0.000635,0.000498
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,sostavkrovi.ru,5,0,0.00%,0,0,0,0.000217,0.00017
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,soundpacks.com,5,0,0.00%,0,0,0,0.001825,0.00143
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,southernliving.com,5,0,0.00%,0,0,0,0.000449,0.000352
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,splitapdf.com,5,0,0.00%,0,0,0,0.000849,0.000665
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,spocall.ru,5,0,0.00%,0,0,0,0.000981,0.000769
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,spoilertv.com,5,0,0.00%,0,0,0,0.000994,0.000779
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,sport24.gr,5,0,0.00%,0,0,0,0.000541,0.000424
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,sportaholic.ro,5,0,0.00%,0,0,0,0.002061,0.001615
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,sportske.jutarnji.hr,5,0,0.00%,0,0,0,0.00104,0.000815
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,sporx.com,5,0,0.00%,0,0,0,0.000907,0.000711
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,spravkaru.net,5,0,0.00%,0,0,0,0.000868,0.00068
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,standard.co.uk,5,0,0.00%,0,0,0,0.003098,0.002428
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,statusy.me,5,0,0.00%,0,0,0,0.001123,0.00088
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,stavropol-poisk.ru,5,0,0.00%,0,0,0,0.00245,0.00192
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,steahoroscop.ro,5,0,0.00%,0,0,0,0.002144,0.00168
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,steptohealth.ru,5,0,0.00%,0,0,0,0.00134,0.00105
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,stihiolubvi.ru,5,0,0.00%,0,0,0,0.000727,0.00057
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,stileo.it,5,0,0.00%,0,0,0,0.001074,0.000842
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,stips.co.il,5,0,0.00%,0,0,0,0.001582,0.00124
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,stiridinsursebuzau.ro,5,0,0.00%,0,0,0,0.001888,0.00148
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,stirisuceava.net,5,0,0.00%,0,0,0,0.001646,0.00129
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,stixomperdemata.eu,5,0,0.00%,0,0,0,0.00115,0.000901
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,storieswatch.com,5,0,0.00%,0,0,0,0.000957,0.00075
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,story-woman.ru,5,0,0.00%,0,0,0,0.000791,0.00062
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,straightastyleblog.com,5,0,0.00%,0,0,0,0.00418,0.003276
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,strojdvor.ru,5,0,0.00%,0,0,0,0.00416,0.00326
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,studopedia.net,5,0,0.00%,0,0,0,0.000957,0.00075
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,studybreaks.com,5,0,0.00%,0,0,0,0.001276,0.001
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,superda4nik.ru,5,0,0.00%,0,0,0,0.000837,0.000656
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,superhex.io,5,0,0.00%,0,0,0,0.000935,0.000733
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,supremecommunity.com,5,0,0.00%,0,0,0,0.000676,0.00053
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,svoimi-rykami.ru,5,0,0.00%,0,0,0,0.001174,0.00092
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,swewe.net,5,0,0.00%,0,0,0,0.001683,0.001319
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,symbolsofit.com,5,0,0.00%,0,0,0,0.001952,0.00153
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,synonymizer.ru,5,0,0.00%,0,0,0,0.001003,0.000786
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,systemreqs.com,5,0,0.00%,0,0,0,0.001531,0.0012
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,szynalski.com,5,0,0.00%,0,0,0,0.003101,0.00243
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,taboo.news,5,0,0.00%,0,0,0,0.000237,0.000186
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,taddlr.com,5,0,0.00%,0,0,0,0.001429,0.00112
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tadviser.ru,5,0,0.00%,0,0,0,0.000421,0.00033
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tagsets.com,5,0,0.00%,0,0,0,0.000753,0.00059
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tapology.com,5,0,0.00%,0,0,0,0.000679,0.000532
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tarifec.com,5,0,0.00%,0,0,0,0.002156,0.00169
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tasteofcinema.com,5,0,0.00%,0,0,0,0.001293,0.001013
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,taynoeznanie.com,5,0,0.00%,0,0,0,0.001072,0.00084
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tcodesearch.com,5,0,0.00%,0,0,0,0.000949,0.000744
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,teachjunkie.com,5,0,0.00%,0,0,0,0.001458,0.001143
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,teamrankings.com,5,0,0.00%,0,0,0,0.001034,0.00081
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,techdoctoruk.com,5,0,0.00%,0,0,0,0.001761,0.00138
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,techeligible.com,5,0,0.00%,0,0,0,0.000638,0.0005
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,techfile.ru,5,0,0.00%,0,0,0,0.000842,0.00066
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,technicalkeeda.com,5,0,0.00%,0,0,0,0.000093,0.000073
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tecklyfe.com,5,0,0.00%,0,0,0,0.001162,0.000911
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tecmundo.com.br,5,0,0.00%,0,0,0,0.001793,0.001405
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,teh-beauty.ru,5,0,0.00%,0,0,0,0.002348,0.00184
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tekstowo.pl,5,0,0.00%,0,0,0,0.001557,0.00122
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,telefonzelle.org,5,0,0.00%,0,0,0,0.000715,0.00056
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,telegramzy.ru,5,0,0.00%,0,0,0,0.001272,0.000997
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tellonym.me,5,0,0.00%,0,0,0,0.000782,0.000613
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,test-questions.com,5,0,0.00%,0,0,0,0.001276,0.001
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,textgotov.com,5,0,0.00%,0,0,0,0.000523,0.00041
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,thebalancedblonde.com,5,0,0.00%,0,0,0,0.001487,0.001165
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,thebestideasforkids.com,5,0,0.00%,0,0,0,0.000186,0.000146
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,thecraftingchicks.com,5,0,0.00%,0,0,0,0.001087,0.000852
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,thecuddl.com,5,0,0.00%,0,0,0,0.000727,0.00057
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,thedailybeast.com,5,0,0.00%,0,0,0,0.002842,0.002227
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,thehappypuppysite.com,5,0,0.00%,0,0,0,0.001453,0.001139
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,thelanguagenerds.com,5,0,0.00%,0,0,0,0.000931,0.00073
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,thelast.io,5,0,0.00%,0,0,0,0.001134,0.000889
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,themindsjournal.com,5,0,0.00%,0,0,0,0.000638,0.0005
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,themoscowtimes.com,5,1,20.00%,0,0,0,0.00097,0.00076
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,thenavagepatch.com,5,0,0.00%,0,0,0,0.000944,0.00074
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,thesprucecrafts.com,5,0,0.00%,0,0,0,0.001072,0.00084
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,thesprucepets.com,5,0,0.00%,0,0,0,0.001178,0.000923
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,theworkathomewife.com,5,0,0.00%,0,0,0,0.001582,0.00124
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,timewek.ru,5,0,0.00%,0,0,0,0.001314,0.00103
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tinyppt.com,5,0,0.00%,0,0,0,0.001378,0.00108
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tititudorancea.com,5,0,0.00%,0,0,0,0.001302,0.00102
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,to43.com,5,0,0.00%,0,0,0,0.000268,0.00021
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tochka.net,5,0,0.00%,0,0,0,0.001384,0.001085
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tomsguide.fr,5,1,20.00%,0,0,0,0.012274,0.009619
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tonna-games.ru,5,0,0.00%,0,0,0,0.000478,0.000375
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,toopanda.com,5,0,0.00%,0,0,0,0.000766,0.0006
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,top-androids.net,5,0,0.00%,0,0,0,0.000191,0.00015
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,topmore.ru,5,0,0.00%,0,0,0,0.00051,0.0004
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,toprat.ru,5,0,0.00%,0,0,0,0.001059,0.00083
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,topwomensmag.com,5,0,0.00%,0,0,0,0.001882,0.001475
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tourwebring.com,5,0,0.00%,0,0,0,0.000498,0.00039
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,toyotanation.com,5,0,0.00%,0,0,0,0.001128,0.000884
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tracker.network,5,0,0.00%,0,0,0,0.000482,0.000378
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tractordata.com,5,0,0.00%,0,0,0,0.00194,0.00152
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,traditionaloven.com,5,0,0.00%,0,0,0,0.000868,0.00068
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,trainingzone.co.uk,5,0,0.00%,0,0,0,0.00019,0.000149
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,traktorbook.com,5,0,0.00%,0,0,0,0.000804,0.00063
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,transfermarkt.fr,5,0,0.00%,0,0,0,0.000907,0.000711
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,transfermarkt.it,5,0,0.00%,0,0,0,0.000892,0.000699
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,travel.org.ua,5,0,0.00%,0,0,0,0.000753,0.00059
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,travelfree.info,5,0,0.00%,0,0,0,0.000237,0.000186
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,travian.ro,5,0,0.00%,0,0,0,0.001085,0.00085
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,travnik.online,5,0,0.00%,0,0,0,0.001518,0.00119
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,trendit.it,5,0,0.00%,0,0,0,0.001082,0.000848
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,truelovewords.com,5,0,0.00%,0,0,0,0.000191,0.00015
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tunebat.com,5,0,0.00%,0,0,0,0.000944,0.00074
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,turktrip.ru,5,0,0.00%,0,0,0,0.001595,0.00125
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,turproezdka.ru,5,0,0.00%,0,0,0,0.003228,0.00253
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tutdizain.ru,5,0,0.00%,0,0,0,0.003305,0.00259
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tutoriale-pe.net,5,0,0.00%,0,0,0,0.001199,0.00094
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tvarticles.org,5,0,0.00%,0,0,0,0.002215,0.001736
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tviv.ru,5,0,0.00%,0,0,0,0.001825,0.00143
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tvoykomputer.ru,5,0,0.00%,0,0,0,0.001136,0.00089
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tvshowstars.com,5,0,0.00%,0,0,0,0.001748,0.00137
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tw-calc.net,5,0,0.00%,0,0,0,0.001122,0.000879
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,twitwipe.com,5,0,0.00%,0,0,0,0.001123,0.00088
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,twoplayergames.org,5,0,0.00%,0,0,0,0.001687,0.001322
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uahotels.info,5,0,0.00%,0,0,0,0.001735,0.00136
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ubestgames.com,5,0,0.00%,0,0,0,0.002016,0.00158
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uccvs2016.org,5,0,0.00%,0,0,0,0.000587,0.00046
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uchitel.pro,5,0,0.00%,0,0,0,0.000472,0.00037
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ukrmedia.top,5,0,0.00%,0,0,0,0.000897,0.000703
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ultrabookreview.com,5,0,0.00%,0,0,0,0.001314,0.00103
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,umnaja.ru,5,0,0.00%,0,0,0,0.00134,0.00105
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uncompagnon.fr,5,0,0.00%,0,0,0,0.000268,0.00021
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,unpastiche.org,5,0,0.00%,0,0,0,0.001238,0.00097
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,untappd.com,5,0,0.00%,0,0,0,0.001345,0.001054
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,usatiki.ru,5,0,0.00%,0,0,0,0.000408,0.00032
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,usb-drivers.org,5,0,0.00%,0,0,0,0.001008,0.00079
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,usb3-drivers.com,5,0,0.00%,0,0,0,0.000727,0.00057
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,usersdrive.com,5,0,0.00%,0,0,0,0.001557,0.00122
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,usilitelstabo.ru,5,0,0.00%,0,0,0,0.001416,0.00111
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ustanovkaos.ru,5,0,0.00%,0,0,0,0.001633,0.00128
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uteacher.ru,5,0,0.00%,0,0,0,0.001888,0.00148
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uukanshu.com,5,0,0.00%,0,0,0,0.00194,0.00152
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,v-5ka.ru,5,0,0.00%,0,0,0,0.001072,0.00084
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vacantanon-stop.over-blog.com,5,0,0.00%,0,0,0,0.000755,0.000592
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vargr.ru,5,0,0.00%,0,0,0,0.00204,0.001599
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,variety.com,5,0,0.00%,0,0,0,0.000886,0.000694
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vashproctolog.com,5,0,0.00%,0,0,0,0.000778,0.00061
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vasili-photo.com,5,0,0.00%,0,0,0,0.001378,0.00108
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,verbe.ro,5,0,0.00%,0,0,0,0.001378,0.00108
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vermins.net,5,0,0.00%,0,0,0,0.003152,0.00247
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vesti.lv,5,0,0.00%,0,0,0,0.000855,0.00067
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vetdoc.in.ua,5,0,0.00%,0,0,0,0.001876,0.00147
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vev.io,5,0,0.00%,0,0,0,0.001023,0.000802
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vexera.io,5,0,0.00%,0,0,0,0.000231,0.000181
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vidania.ru,5,0,0.00%,0,0,0,0.001021,0.0008
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,video-bloggers.ru,5,0,0.00%,0,0,0,0.001682,0.001318
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,video.eurosport.com,5,0,0.00%,0,0,0,0.000817,0.00064
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,videoquizstar.com,5,0,0.00%,0,0,0,0.001453,0.001139
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,videosmaller.com,5,0,0.00%,0,0,0,0.001774,0.00139
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,viptalisman.com,5,0,0.00%,0,0,0,0.000638,0.0005
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,volkskrant.nl,5,0,0.00%,0,0,0,0.00066,0.000517
